model_num,rnn_style,emb_units,rnn_units,drop_rate,l_rate,replication,accuracy
2.0,lstm,96.0,100.0,0.8,0.001,2.0,0.3299364149570465
2.0,lstm,96.0,400.0,0.6,0.001,2.0,0.25511714816093445
3.0,lstm,64.0,100.0,0.6,0.001,2.0,0.3295009136199951
3.0,lstm,32.0,100.0,0.6,0.001,1.0,0.32296839356422424
3.0,lstm,64.0,400.0,0.6,0.001,2.0,0.27079522609710693
3.0,lstm,64.0,500.0,0.8,0.001,1.0,0.3075515925884247
3.0,lstm,96.0,300.0,0.6,0.001,2.0,0.2835118770599365
2.0,lstm,32.0,400.0,0.6,0.001,1.0,0.2668757140636444
3.0,lstm,128.0,200.0,0.8,0.001,2.0,0.336033433675766
2.0,lstm,128.0,300.0,0.8,0.001,2.0,0.32183608412742615
3.0,lstm,32.0,200.0,0.6,0.001,1.0,0.29953837394714355
2.0,lstm,64.0,100.0,0.6,0.001,1.0,0.33864647150039673
3.0,lstm,96.0,500.0,0.6,0.001,1.0,0.25468164682388306
3.0,lstm,64.0,200.0,0.8,0.001,1.0,0.3337688446044922
2.0,lstm,96.0,600.0,0.6,0.001,1.0,0.25259125232696533
3.0,lstm,64.0,400.0,0.8,0.001,1.0,0.3322010338306427
3.0,lstm,32.0,600.0,0.6,0.001,2.0,0.26286908984184265
3.0,lstm,64.0,500.0,0.6,0.001,2.0,0.26469820737838745
2.0,lstm,128.0,400.0,0.6,0.001,1.0,0.2736695408821106
2.0,lstm,32.0,400.0,0.8,0.001,1.0,0.31547775864601135
3.0,lstm,32.0,500.0,0.8,0.001,2.0,0.3017158806324005
3.0,lstm,128.0,300.0,0.6,0.001,2.0,0.2862119972705841
3.0,lstm,96.0,400.0,0.8,0.001,1.0,0.3254072070121765
3.0,lstm,64.0,600.0,0.6,0.001,1.0,0.2597334682941437
2.0,lstm,128.0,600.0,0.8,0.001,2.0,0.30955490469932556
3.0,lstm,128.0,500.0,0.6,0.001,1.0,0.2602560818195343
3.0,lstm,96.0,600.0,0.8,0.001,1.0,0.32166188955307007
2.0,lstm,128.0,500.0,0.6,0.001,2.0,0.2597334682941437
2.0,lstm,96.0,300.0,0.8,0.001,1.0,0.3262782096862793
2.0,lstm,64.0,100.0,0.8,0.001,1.0,0.3349011540412903
3.0,lstm,64.0,300.0,0.8,0.001,2.0,0.3227941691875458
2.0,lstm,32.0,400.0,0.6,0.001,2.0,0.26905322074890137
